"filter_sal","MPG","PPG","APG","RPG","TOPG","BPG","SPG","Trusted","Agressiveness"
2e+05,25.5324675324675,10.987012987013,1.77922077922078,2.25974025974026,1.18181818181818,0.155844155844156,0.727272727272727,"Yes","No"
53465,25.5324675324675,10.987012987013,1.77922077922078,2.25974025974026,1.18181818181818,0.155844155844156,0.727272727272727,"Yes","No"
6261395,32.2439024390244,22.2317073170732,6.20731707317073,2.96341463414634,2.68292682926829,0.109756097560976,1.10975609756098,"Yes","Yes"
6e+06,29.0779220779221,12.6233766233766,6.51948051948052,3.96103896103896,2.27272727272727,0.311688311688312,1.14285714285714,"Yes","Yes"
3903900,22.527027027027,10.9189189189189,4.08108108108108,2.05405405405405,1.52702702702703,0.027027027027027,0.351351351351351,"No","Yes"
2.3e+07,27.96,16.3466666666667,1.41333333333333,1.85333333333333,1.04,0.0666666666666667,0.56,"Yes","No"
13760000,30.6753246753247,12.4025974025974,1.68831168831169,2.81818181818182,0.766233766233766,0.272727272727273,1.05194805194805,"Yes","No"
6782392,31.6842105263158,14.0789473684211,1.71052631578947,5.19736842105263,1.52631578947368,0.381578947368421,0.907894736842105,"Yes","Yes"
6796117,31.6164383561644,14.2191780821918,1.84931506849315,5.10958904109589,1.13698630136986,0.479452054794521,1.72602739726027,"Yes","No"
4995120,30.0188679245283,17.5094339622642,1.22641509433962,7.0377358490566,2.33962264150943,1.15094339622642,0.415094339622642,"Yes","Yes"
4328000,26.9113924050633,14.1772151898734,2.31645569620253,1.83544303797468,1.43037974683544,0.151898734177215,0.658227848101266,"Yes","Yes"
10942762,26.9113924050633,14.1772151898734,2.31645569620253,1.83544303797468,1.43037974683544,0.151898734177215,0.658227848101266,"Yes","Yes"
4736050,26.5641025641026,7.66666666666667,4.87179487179487,2.94871794871795,1.69230769230769,0.128205128205128,0.641025641025641,"Yes","Yes"
2262871,26.5641025641026,7.66666666666667,4.87179487179487,2.94871794871795,1.69230769230769,0.128205128205128,0.641025641025641,"Yes","Yes"
3028410,14.9545454545455,7.22727272727273,0.954545454545455,1.90909090909091,0.863636363636364,0.227272727272727,0.727272727272727,"No","No"
28299399,38.109756097561,28.9756097560976,7.46341463414634,6.10975609756098,4.5609756097561,0.621951219512195,1.69512195121951,"Yes","Yes"
13954000,16.2456140350877,5.03508771929825,1.17543859649123,2.21052631578947,0.947368421052632,0.578947368421053,0.508771929824561,"No","No"
8533333,18.5384615384615,7.41025641025641,0.858974358974359,4.78205128205128,1.06410256410256,0.423076923076923,0.58974358974359,"No","No"
1e+07,25.9012345679012,7.87654320987654,2.09876543209877,3.53086419753086,0.987654320987654,0.222222222222222,0.925925925925926,"Yes","No"
83129,5.65384615384615,2.42307692307692,0.192307692307692,0.884615384615385,0.0384615384615385,0.0384615384615385,0.192307692307692,"No","No"
17224,5.65384615384615,2.42307692307692,0.192307692307692,0.884615384615385,0.0384615384615385,0.0384615384615385,0.192307692307692,"No","No"
83129,5.65384615384615,2.42307692307692,0.192307692307692,0.884615384615385,0.0384615384615385,0.0384615384615385,0.192307692307692,"No","No"
1471382,14.0740740740741,5.66666666666667,0.555555555555556,3.18518518518519,0.703703703703704,0.259259259259259,0.296296296296296,"No","No"
2328652,32.09375,12.84375,7.375,4.25,2.9375,0.21875,1.0625,"Yes","Yes"
5225000,15.5394736842105,7.18421052631579,0.815789473684211,2.88157894736842,0.75,0.855263157894737,0.434210526315789,"No","No"
2328652,17.4722222222222,5.86111111111111,1.43055555555556,1.09722222222222,0.680555555555556,0.125,0.652777777777778,"No","No"
945126,10.0212765957447,3.12765957446809,0.617021276595745,2.85106382978723,0.319148936170213,0.425531914893617,0.25531914893617,"No","No"
2116955,10.8823529411765,5.05882352941176,0.0882352941176471,3.91176470588235,0.617647058823529,0.764705882352941,0.147058823529412,"No","No"
2116955,28.1625,11.7375,1.725,4.15,1.1625,0.5,0.725,"Yes","No"
1.9e+07,28.5443037974684,15.6835443037975,5.94936708860759,2.70886075949367,2.75949367088608,0.30379746835443,1.22784810126582,"Yes","Yes"
1577320,12.9019607843137,4.25490196078431,0.392156862745098,3.3921568627451,0.549019607843137,1.03921568627451,0.411764705882353,"No","No"
1524305,26.8311688311688,9.72727272727273,1.75324675324675,4.68831168831169,1.42857142857143,1.64935064935065,0.701298701298701,"Yes","Yes"
50000,8.36666666666667,2.36666666666667,0.0666666666666667,1.8,0.233333333333333,0.3,0.2,"No","No"
7e+06,18.5909090909091,8.78787878787879,1.16666666666667,3.81818181818182,0.757575757575758,0.454545454545455,0.636363636363636,"No","No"
1.2e+07,26.2564102564103,11.7179487179487,3.01282051282051,3.24358974358974,1.92307692307692,0.538461538461538,0.743589743589744,"Yes","Yes"
1713840,16.6447368421053,5.60526315789474,2.32894736842105,1.88157894736842,1.14473684210526,0.131578947368421,0.657894736842105,"No","No"
9e+06,28.9423076923077,10.4038461538462,3.13461538461538,2.71153846153846,1.40384615384615,0.211538461538462,0.903846153846154,"Yes","Yes"
19301070,36.9253731343284,20.8805970149254,4.7910447761194,5.34328358208955,1.97014925373134,0.641791044776119,1.64179104477612,"Yes","Yes"
17765000,21.8965517241379,4.27586206896552,3.79310344827586,8.79310344827586,1.79310344827586,1,0.620689655172414,"No","Yes"
3290000,14.3333333333333,7.33333333333333,1,1.66666666666667,0.333333333333333,0,0,"No","No"
1524305,3,0.6,0.4,0.6,0.2,0,0,"No","No"
14136364,15.320987654321,4.22222222222222,1.18518518518519,1.8641975308642,0.802469135802469,0.0493827160493827,0.679012345679012,"No","No"
9505000,33.3703703703704,12.2469135802469,3.92592592592593,3.60493827160494,1.96296296296296,0.0493827160493827,0.753086419753086,"Yes","Yes"
749905,33.3703703703704,12.2469135802469,3.92592592592593,3.60493827160494,1.96296296296296,0.0493827160493827,0.753086419753086,"Yes","Yes"
1471382,9.36585365853658,3.75609756097561,1.58536585365854,1.21951219512195,0.804878048780488,0,0.365853658536585,"No","No"
1524305,17.6440677966102,7.88135593220339,0.949152542372881,4.91525423728814,0.915254237288136,0.254237288135593,0.220338983050847,"No","No"
11422536,16.8421052631579,6.96491228070175,0.947368421052632,3.87719298245614,1.12280701754386,1.91228070175439,0.315789473684211,"No","No"
18063850,36.1558441558442,19.8831168831169,10.2467532467532,4.92207792207792,4.12987012987013,0.766233766233766,1.88311688311688,"Yes","Yes"
1524305,12.9848484848485,3.03030303030303,0.484848484848485,2.66666666666667,0.46969696969697,0.121212121212121,0.272727272727273,"No","No"
10497319,18.7313432835821,8.46268656716418,1.07462686567164,5.56716417910448,1.11940298507463,0.447761194029851,0.567164179104478,"No","No"
4e+06,15.0769230769231,4.35897435897436,0.794871794871795,3.69230769230769,0.666666666666667,0.307692307692308,0.256410256410256,"No","No"
15460675,25.95,12.8,0.7,9.11666666666667,1.41666666666667,1.33333333333333,0.416666666666667,"Yes","Yes"
6300000,14.7818181818182,6.01818181818182,1.05454545454545,1.74545454545455,0.963636363636364,0.0909090909090909,0.436363636363636,"No","No"
11562500,32.3037974683544,15.506329113924,2.43037974683544,3.9620253164557,1.70886075949367,0.0886075949367089,1.11392405063291,"Yes","Yes"
510921,24.25,9.16666666666667,3.08333333333333,2.08333333333333,1.5,0.166666666666667,1.25,"Yes","Yes"
1471382,3.5625,1.3125,0.0625,0.8125,0.0625,0.6875,0,"No","No"
2328652,28.1111111111111,7.55555555555556,4.13888888888889,3.18055555555556,1.20833333333333,0.0972222222222222,0.875,"Yes","No"
1471382,11,2.8,0,2,0.6,0.4,0.2,"No","No"
6021175,14.1666666666667,3.57142857142857,1.92857142857143,2.5,0.714285714285714,0.166666666666667,0.428571428571429,"No","No"
1471382,21.2884615384615,6.55769230769231,1.40384615384615,2.05769230769231,0.673076923076923,0.480769230769231,0.692307692307692,"No","No"
5400000,16,6.03636363636364,1.63636363636364,3.49090909090909,1.4,0.854545454545454,0.618181818181818,"No","Yes"
2183934,16,6.03636363636364,1.63636363636364,3.49090909090909,1.4,0.854545454545454,0.618181818181818,"No","Yes"
25686667,28.1692307692308,16.7538461538462,6.01538461538462,3,2.56923076923077,0.338461538461538,1.35384615384615,"Yes","Yes"
4149242,28.2222222222222,11.3456790123457,1.77777777777778,10.2345679012346,1.83950617283951,0.358024691358025,0.654320987654321,"Yes","Yes"
1579440,11.7636363636364,3.78181818181818,0.527272727272727,2.4,0.436363636363636,0.454545454545455,0.345454545454545,"No","No"
4615385,14.5849056603774,4.50943396226415,1.05660377358491,1.69811320754717,0.735849056603774,0.358490566037736,0.60377358490566,"No","No"
2705040,28.6153846153846,6.43589743589744,1.5,5.16666666666667,1.21794871794872,0.333333333333333,0.871794871794872,"Yes","No"
2947305,17.09375,8.21875,1.25,5.46875,1.71875,1.375,0.75,"No","Yes"
1e+05,6.35135135135135,2.40540540540541,0.27027027027027,1.13513513513514,0.459459459459459,0.162162162162162,0.189189189189189,"No","No"
6216840,32.0365853658537,18.3292682926829,1.96341463414634,10.4634146341463,2.23170731707317,1.68292682926829,0.707317073170732,"Yes","Yes"
18868625,33.0555555555556,21.1527777777778,2.58333333333333,6.84722222222222,1.45833333333333,0.986111111111111,1.77777777777778,"Yes","Yes"
10607169,20.2173913043478,9.95652173913044,1.52173913043478,4.07246376811594,1.07246376811594,0.478260869565217,0.753623188405797,"No","No"
2093040,10.6507936507937,3.74603174603175,0.206349206349206,2.11111111111111,0.53968253968254,0.111111111111111,0.349206349206349,"No","No"
1.2e+07,35.6172839506173,20.8518518518519,5.19753086419753,4.40740740740741,2.11111111111111,0.481481481481481,1.55555555555556,"Yes","Yes"
12921348,25.2835820895522,12.4626865671642,1.17910447761194,8.67164179104478,1.35820895522388,0.895522388059702,0.477611940298507,"Yes","Yes"
16910113,27.7733333333333,11.6266666666667,2.28,5.05333333333333,1.84,0.506666666666667,1.30666666666667,"Yes","Yes"
17745894,36.6973684210526,14.5394736842105,1.81578947368421,3.71052631578947,1.38157894736842,0.223684210526316,1.44736842105263,"Yes","Yes"
2.5e+07,35.8055555555556,28.1805555555556,5.01388888888889,8.18055555555556,3.47222222222222,1.18055555555556,0.958333333333333,"Yes","Yes"
22642350,31.4805194805195,16.025974025974,2.41558441558442,9.8961038961039,1.84415584415584,0.532467532467532,0.753246753246753,"Yes","Yes"
1360305,19.9090909090909,9.34545454545455,1.05454545454545,2,0.981818181818182,0.0545454545454545,0.472727272727273,"No","No"
1471382,4.2,1.8,0,2,0.2,0,0,"No","No"
14100000,36.1012658227848,18.1518987341772,4.18987341772152,3.82278481012658,2.27848101265823,0.240506329113924,1.65822784810127,"Yes","Yes"
17826150,33.325,22.1375,2.075,3.825,1.725,0.6125,0.75,"Yes","Yes"
8393000,19,6.78205128205128,0.423076923076923,5.42307692307692,0.615384615384615,0.897435897435897,0.512820512820513,"No","No"
4503600,28.4305555555556,14.2777777777778,1.30555555555556,7.30555555555556,1.68055555555556,1.86111111111111,0.736111111111111,"Yes","Yes"
2151704,15.9615384615385,4.48717948717949,1.57692307692308,3.12820512820513,0.756410256410256,0.371794871794872,0.769230769230769,"No","No"
7e+06,30.0125,9.2375,2.05,3.25,1.225,0.4375,0.75,"Yes","No"
28703704,37.025974025974,21.2207792207792,6.41558441558442,4.74025974025974,2.92207792207792,0.441558441558442,2.05194805194805,"Yes","Yes"
4087500,11.7538461538462,4.75384615384615,1.10769230769231,3.84615384615385,0.938461538461538,0.753846153846154,0.307692307692308,"No","No"
4666500,14.3676470588235,3.39705882352941,0.352941176470588,2.07352941176471,0.470588235294118,0.132352941176471,0.441176470588235,"No","No"
